normalized_words,moliere_count_in_percentage,moliere_count,corneille_count_in_percentage,corneille_count,moliere_most_common_original_word,moliere_most_common_original_word_count,corneille_most_common_original_word,corneille_most_common_original_word_count
sont,0.0020329622236089032,720,0.0013226201104387793,360,sont,692.0,sont,327.0
soph,0.0,0,3.6739447512188313e-06,1,,,sophi,1.0
sophist,2.8235586439012545e-06,1,0.0,0,sophistique,1.0,,
sopor,2.8235586439012545e-06,1,0.0,0,soporatif,1.0,,
sor,3.670626237071631e-05,13,6.98049502731578e-05,19,sors,10.0,sors,14.0
sorci,2.8235586439012545e-06,1,1.1021834253656494e-05,3,sorcier,1.0,sorciers,2.0
sorcier,8.470675931703763e-06,3,1.8369723756094156e-05,5,sorcière,3.0,sorcière,5.0
sornet,1.6941351863407527e-05,6,0.0,0,sornettes,6.0,,
sort,0.0015162509917749736,537,0.0016789927513070058,457,sort,156.0,sort,233.0
sortabl,8.470675931703763e-06,3,1.4695779004875325e-05,4,sortable,3.0,sortable,4.0
sortent,3.3882703726815053e-05,12,1.8369723756094156e-05,5,sortent,12.0,sortent,5.0
sortileg,2.8235586439012545e-06,1,3.6739447512188313e-06,1,sortilège,1.0,sortilège,1.0
sortim,2.8235586439012545e-06,1,0.0,0,sortîmes,1.0,,
sortion,2.8235586439012545e-06,1,0.0,0,sortions,1.0,,
sortiroit,5.647117287802509e-06,2,0.0,0,sortiroit,2.0,,
sortois,5.647117287802509e-06,2,0.0,0,sortois,2.0,,
sortoit,1.1294234575605018e-05,4,0.0,0,sortoit,4.0,,
sorton,3.3882703726815053e-05,12,7.347889502437663e-06,2,sortons,7.0,Sortons,2.0
sos,0.000155295725414569,55,0.0,0,Sosie,54.0,,
sosp,2.8235586439012545e-06,1,0.0,0,sospir,1.0,,
sospir,2.8235586439012545e-06,1,0.0,0,sospiri,1.0,,
sostrat,0.00014682504948286524,52,0.0,0,Sostrate,52.0,,
sot,0.00025129671930721164,89,1.8369723756094156e-05,5,sot,62.0,sot,5.0
sotenvill,0.0003670626237071631,130,0.0,0,Sotenville,130.0,,
sott,0.00017506063592187779,62,1.8369723756094156e-05,5,sotte,41.0,sotte,3.0
sottis,0.0001411779321950627,50,3.673944751218831e-05,10,sottises,28.0,sottise,7.0
sou,2.2588469151210036e-05,8,0.0,0,sou,5.0,,
souben,2.8235586439012545e-06,1,0.0,0,soubenes,1.0,,
soubret,2.8235586439012545e-06,1,0.0,0,soubrette,1.0,,
souc,0.00015811928405847026,56,0.0002241106298243487,61,souci,34.0,souci,43.0
souch,2.8235586439012545e-05,10,1.1021834253656494e-05,3,Souche,7.0,souche,3.0
souci,5.647117287802509e-06,2,0.0,0,soucier,2.0,,
soucient,2.8235586439012545e-06,1,0.0,0,soucient,1.0,,
soucierois,5.647117287802509e-06,2,0.0,0,soucierois,2.0,,
soucoup,1.4117793219506272e-05,5,0.0,0,soucoupe,5.0,,
soudain,6.494184880972886e-05,23,0.00028289374584385,77,soudain,13.0,soudain,64.0
soue,2.8235586439012545e-06,1,0.0,0,souée,1.0,,
souffert,6.21182901658276e-05,22,8.450072927803311e-05,23,souffert,19.0,souffert,17.0
souffl,2.5412027795111292e-05,9,3.6739447512188313e-06,1,souffle,3.0,souffle,1.0
soufflet,9.31774352487414e-05,33,1.4695779004875325e-05,4,soufflet,26.0,soufflet,4.0
souffletterois,2.8235586439012545e-06,1,0.0,0,souffletterois,1.0,,
souffleur,2.8235586439012545e-06,1,0.0,0,souffleur,1.0,,
souffr,0.0007002425436875111,248,0.0010507481988485858,286,souffrir,143.0,souffrir,106.0
souffranc,2.8235586439012545e-06,1,1.8369723756094156e-05,5,souffrance,1.0,souffrance,4.0
souffrent,8.470675931703763e-06,3,2.5717613258531818e-05,7,souffrent,3.0,souffrent,6.0
souffrirois,5.647117287802509e-06,2,0.0,0,souffrirois,2.0,,
souffron,5.647117287802509e-06,2,1.1021834253656494e-05,3,Souffrons,1.0,souffrons,2.0
souh,2.5412027795111292e-05,9,2.939155800975065e-05,8,souhait,9.0,souhait,8.0
souhait,0.00027106162981452043,96,0.000260850077336537,71,souhaite,33.0,souhaite,26.0
souhaite,2.8235586439012545e-06,1,1.1021834253656494e-05,3,souhaitée,1.0,souhaitée,3.0
souhaitent,8.470675931703763e-06,3,3.6739447512188313e-06,1,souhaitent,3.0,Souhaitent,1.0
souhaiteroient,2.8235586439012545e-06,1,0.0,0,souhaiteroient,1.0,,
souhaiterois,4.517693830242007e-05,16,0.0,0,souhaiterois,16.0,,
souhaiteroit,8.470675931703763e-06,3,0.0,0,souhaiteroit,3.0,,
souhaitois,8.470675931703763e-06,3,0.0,0,souhaitois,3.0,,
souhaiton,0.0,0,7.347889502437663e-06,2,,,Souhaitons,2.0
souill,8.470675931703763e-06,3,0.00011389228728778377,31,souillé,2.0,souiller,11.0
souillat,0.0,0,3.6739447512188313e-06,1,,,souillât,1.0
souillur,2.8235586439012545e-06,1,0.0,0,souillures,1.0,,
soul,4.2353379658518815e-05,15,1.1021834253656494e-05,3,soûl,15.0,Soûler,1.0
soulag,3.9529821014617566e-05,14,0.0001175662320390026,32,soulager,6.0,soulager,15.0
soulage,0.0,0,3.6739447512188313e-06,1,,,soulagée,1.0
soulev,0.0,0,3.306550276096948e-05,9,,,soulever,2.0
souli,1.9764910507308783e-05,7,0.0,0,souliers,7.0,,
soum,6.494184880972886e-05,23,1.1021834253656494e-05,3,soumis,20.0,soumis,2.0
soumet,1.9764910507308783e-05,7,1.8369723756094156e-05,5,soumet,5.0,soumet,2.0
soumettent,2.8235586439012545e-06,1,0.0,0,soumettent,1.0,,
soumettr,4.2353379658518815e-05,15,7.347889502437663e-06,2,soumettre,15.0,soumettre,2.0
soumis,2.2588469151210036e-05,8,1.1021834253656494e-05,3,soumise,7.0,soumise,3.0
soumiss,1.4117793219506272e-05,5,3.6739447512188313e-06,1,soumission,5.0,soumission,1.0
soun,1.4117793219506272e-05,5,0.0,0,soun,5.0,,
soungeab,2.8235586439012545e-06,1,0.0,0,soungeabi,1.0,,
soup,0.00013270725626335895,47,0.0001506317347999721,41,souper,22.0,soupir,29.0
soupam,2.8235586439012545e-06,1,0.0,0,soupâmes,1.0,,
soupcon,0.00024282604337550788,86,0.0003196331933560383,87,soupçons,43.0,soupçon,27.0
soupconne,5.647117287802509e-06,2,3.6739447512188313e-06,1,soupçonnée,2.0,soupçonnée,1.0
soupe,5.647117287802509e-06,2,0.0,0,soupée,2.0,,
soupir,0.0002117668982925941,75,0.0005363959336779494,146,soupirs,46.0,soupirs,80.0
soupl,0.0,0,3.6739447512188313e-06,1,,,souple,1.0
soupless,2.8235586439012545e-06,1,3.6739447512188313e-06,1,souplesse,1.0,souplesse,1.0
sour,1.1294234575605018e-05,4,7.347889502437663e-06,2,souris,4.0,souris,2.0
sourc,2.2588469151210036e-05,8,4.7761281765844806e-05,13,source,5.0,source,11.0
sourd,3.9529821014617566e-05,14,3.306550276096948e-05,9,sourd,6.0,sourde,3.0
sourir,0.0,0,7.347889502437663e-06,2,,,sourire,2.0
sournois,2.8235586439012545e-06,1,0.0,0,sournoise,1.0,,
sourty,2.8235586439012545e-06,1,0.0,0,sourty,1.0,,
sous,0.0004150631206534844,147,0.0008376594032778935,228,sous,121.0,sous,180.0
souscr,1.1294234575605018e-05,4,7.347889502437663e-06,2,souscris,3.0,souscrirez,1.0
souscrir,5.647117287802509e-06,2,0.0,0,souscrire,2.0,,
souscriv,2.8235586439012545e-06,1,0.0,0,souscrive,1.0,,
sousten,5.647117287802509e-06,2,0.0,0,sousteni,2.0,,
soustr,5.647117287802509e-06,2,3.6739447512188313e-06,1,soustrait,2.0,soustrait,1.0
soustrair,2.2588469151210036e-05,8,3.6739447512188313e-06,1,soustraire,7.0,soustraire,1.0
soustrait,2.8235586439012545e-06,1,3.6739447512188313e-06,1,soustraits,1.0,soustraite,1.0
souten,8.188320067313638e-05,29,7.347889502437662e-05,20,soutenir,23.0,soutenir,13.0
soutenon,2.8235586439012545e-06,1,0.0,0,soutenons,1.0,,
soutenu,1.6941351863407527e-05,6,1.8369723756094156e-05,5,soutenu,3.0,soutenu,5.0
soutenus,2.8235586439012545e-06,1,0.0,0,soutenus,1.0,,
soutien,3.670626237071631e-05,13,4.7761281765844806e-05,13,soutiens,13.0,soutien,6.0
soutiendr,1.4117793219506272e-05,5,1.4695779004875325e-05,4,soutiendrai,4.0,Soutiendrez,1.0
soutiendront,0.0,0,3.6739447512188313e-06,1,,,soutiendront,1.0
soutiennent,0.0,0,7.347889502437663e-06,2,,,Soutiennent,1.0
soutient,1.4117793219506272e-05,5,4.7761281765844806e-05,13,soutient,5.0,soutient,12.0
souven,7.623608338533387e-05,27,0.0002718719115901935,74,souvenir,13.0,souvenir,61.0
souvenir,0.0,0,1.1021834253656494e-05,3,,,souvenirs,2.0
souvenois,5.647117287802509e-06,2,0.0,0,souvenois,2.0,,
souvent,0.0002117668982925941,75,0.00031228530385360063,85,souvent,70.0,souvent,68.0
souvenu,8.470675931703763e-06,3,7.347889502437663e-06,2,souvenu,2.0,souvenu,2.0
souvenus,2.8235586439012545e-06,1,0.0,0,souvenus,1.0,,
souverain,5.0824055590222584e-05,18,0.00018737118231216038,51,souverain,6.0,souverain,29.0
souverainet,2.8235586439012545e-06,1,0.0,0,souveraineté,1.0,,
souvien,4.2353379658518815e-05,15,0.00011021834253656493,30,souviens,12.0,souviens,15.0
souviendr,1.4117793219506272e-05,5,7.347889502437663e-06,2,souviendrai,3.0,souviendrai,1.0
souviendron,5.647117287802509e-06,2,0.0,0,souviendrons,2.0,,
souvient,5.647117287802509e-06,2,5.5109171268282465e-05,15,souvient,2.0,souvient,15.0
souvint,0.0,0,3.6739447512188313e-06,1,,,souvint,1.0
souy,2.8235586439012545e-06,1,0.0,0,souy,1.0,,
soyon,3.10591450829138e-05,11,1.8369723756094156e-05,5,soyons,10.0,Soyons,4.0
spadassin,2.8235586439012545e-06,1,0.0,0,spadassin,1.0,,
spec,2.8235586439012545e-06,1,0.0,0,spec,1.0,,
specieux,8.470675931703763e-06,3,3.6739447512188313e-06,1,spécieux,3.0,spécieux,1.0
specif,2.8235586439012545e-06,1,0.0,0,spécifique,1.0,,
specifi,2.8235586439012545e-06,1,3.6739447512188313e-06,1,spécifier,1.0,spécifier,1.0
spectacl,3.3882703726815053e-05,12,8.082678452681428e-05,22,spectacle,11.0,spectacle,20.0
spectateur,1.4117793219506272e-05,5,0.0,0,spectateurs,4.0,,
spectr,1.6941351863407527e-05,6,1.4695779004875325e-05,4,Spectre,5.0,spectre,2.0
specul,2.8235586439012545e-06,1,0.0,0,spéculations,1.0,,
speculatoir,2.8235586439012545e-06,1,0.0,0,spéculatoire,1.0,,
speculoir,2.8235586439012545e-06,1,0.0,0,spéculoire,1.0,,
speculum,2.8235586439012545e-06,1,0.0,0,speculum,1.0,,
speranz,2.8235586439012545e-06,1,0.0,0,speranza,1.0,,
spirituel,3.9529821014617566e-05,14,0.0,0,spirituel,4.0,,
splendeur,5.647117287802509e-06,2,2.204366850731299e-05,6,splendeur,2.0,splendeur,6.0
spleniqu,2.8235586439012545e-06,1,0.0,0,splénique,1.0,,
sputat,2.8235586439012545e-06,1,0.0,0,sputation,1.0,,
st,8.470675931703763e-06,3,0.0,0,St,3.0,,
stabl,2.8235586439012545e-06,1,0.0,0,stable,1.0,,
stad,2.8235586439012545e-06,1,0.0,0,stade,1.0,,
stanc,5.647117287802509e-06,2,0.0,0,stances,2.0,,
stapand,2.8235586439012545e-06,1,0.0,0,stapandant,1.0,,
star,3.10591450829138e-05,11,0.0,0,star,8.0,,
station,2.8235586439012545e-06,1,0.0,0,station,1.0,,
statu,7.623608338533387e-05,27,3.6739447512188313e-06,1,Statue,12.0,statue,1.0
statut,2.8235586439012545e-06,1,0.0,0,statuts,1.0,,
ste,5.647117287802509e-06,2,0.0,0,ste,2.0,,
stel,2.8235586439012545e-06,1,0.0,0,Stelle,1.0,,
stephan,0.0,0,0.0001763493480585039,48,,,Stéphanie,48.0
steril,0.0,0,3.6739447512188313e-06,1,,,stérile,1.0
sterilit,2.8235586439012545e-06,1,3.6739447512188313e-06,1,stérilité,1.0,stérilité,1.0
sti,4.517693830242007e-05,16,0.0,0,sti,15.0,,
stoicien,2.8235586439012545e-06,1,0.0,0,Stoïciens,1.0,,
straf,2.8235586439012545e-06,1,0.0,0,straf,1.0,,
stral,2.8235586439012545e-06,1,0.0,0,stral,1.0,,
stratagem,8.753031796093889e-05,31,1.1021834253656494e-05,3,stratagème,30.0,stratagème,3.0
stratonic,0.0,0,0.0001432838452975344,39,,,Stratonice,39.0
strif,2.8235586439012545e-06,1,0.0,0,strif,1.0,,
strodagem,2.8235586439012545e-06,1,0.0,0,strodagème,1.0,,
strof,2.8235586439012545e-06,1,0.0,0,strof,1.0,,
stroph,1.4117793219506272e-05,5,0.0,0,strophes,4.0,,
strouf,2.8235586439012545e-06,1,0.0,0,Strouf,1.0,,
structur,2.8235586439012545e-06,1,0.0,0,structure,1.0,,
stupef,2.8235586439012545e-06,1,0.0,0,stupéfait,1.0,,
stupid,1.4117793219506272e-05,5,1.1021834253656494e-05,3,stupide,5.0,stupide,3.0
stupidit,2.8235586439012545e-06,1,1.1021834253656494e-05,3,stupidité,1.0,stupidité,3.0
sty,5.647117287802509e-06,2,0.0,0,sty,2.0,,
styl,5.647117287802509e-05,20,2.5717613258531818e-05,7,style,20.0,style,7.0
style,2.8235586439012545e-06,1,0.0,0,stylée,1.0,,
styx,0.0,0,3.6739447512188313e-06,1,,,Styx,1.0
su,0.000310591450829138,110,0.0004849607071608857,132,su,92.0,su,127.0
suav,2.8235586439012545e-06,1,0.0,0,suave,1.0,,
suavit,2.8235586439012545e-06,1,0.0,0,suavité,1.0,,
sub,2.5412027795111292e-05,9,2.204366850731299e-05,6,subir,7.0,subir,3.0
subaltern,2.8235586439012545e-06,1,0.0,0,subalterne,1.0,,
subit,5.647117287802509e-06,2,3.6739447512188313e-06,1,subitement,2.0,subite,1.0
subjugu,0.0,0,3.6739447512188313e-06,1,,,subjugués,1.0
sublim,3.670626237071631e-05,13,1.4695779004875325e-05,4,sublime,10.0,sublime,3.0
subm,0.0,0,3.673944751218831e-05,10,,,submissions,10.0
submiss,0.0,0,7.347889502437663e-06,2,,,submission,2.0
subordin,2.8235586439012545e-06,1,0.0,0,subordination,1.0,,
suborn,5.647117287802509e-06,2,2.204366850731299e-05,6,suborner,2.0,suborner,4.0
suborne,2.8235586439012545e-06,1,0.0,0,subornée,1.0,,
suborneur,8.470675931703763e-06,3,3.673944751218831e-05,10,suborneur,3.0,suborneur,8.0
subornon,0.0,0,3.6739447512188313e-06,1,,,subornons,1.0
subsist,1.1294234575605018e-05,4,7.347889502437663e-06,2,subsister,2.0,subsister,2.0
subsistent,2.8235586439012545e-06,1,0.0,0,subsistent,1.0,,
substanc,8.470675931703763e-06,3,0.0,0,substance,3.0,,
substant,2.8235586439012545e-06,1,0.0,0,substantif,1.0,,
substantivo,2.8235586439012545e-06,1,0.0,0,substantivo,1.0,,
substitut,5.647117287802509e-06,2,0.0,0,substituts,2.0,,
subtil,5.0824055590222584e-05,18,4.408733701462598e-05,12,subtil,9.0,subtil,5.0
subtilis,5.647117287802509e-06,2,0.0,0,subtiliser,1.0,,
subtilit,1.1294234575605018e-05,4,1.4695779004875325e-05,4,subtilités,3.0,subtilité,4.0
suc,5.647117287802509e-06,2,0.0,0,suc,1.0,,
succ,0.0001411779321950627,50,0.00027554585634141236,75,succès,50.0,succès,75.0
succed,1.1294234575605018e-05,4,9.552256353168961e-05,26,succéder,3.0,succède,17.0
success,8.470675931703763e-06,3,7.347889502437663e-06,2,succession,3.0,successif,1.0
successeur,0.0,0,1.4695779004875325e-05,4,,,successeur,4.0
succomb,2.2588469151210036e-05,8,6.613100552193897e-05,18,succomber,4.0,succombe,6.0
succomberois,2.8235586439012545e-06,1,0.0,0,succomberois,1.0,,
succulent,2.8235586439012545e-06,1,0.0,0,succulentes,1.0,,
suce,0.0,0,3.6739447512188313e-06,1,,,sucée,1.0
sucent,0.0,0,3.6739447512188313e-06,1,,,sucent,1.0
sucr,2.8235586439012545e-06,1,3.6739447512188313e-06,1,sucre,1.0,sucre,1.0
sucre,5.647117287802509e-06,2,3.6739447512188313e-06,1,sucrée,2.0,sucrée,1.0
suedois,2.8235586439012545e-06,1,0.0,0,Suedois,1.0,,
suert,2.8235586439012545e-06,1,0.0,0,suerte,1.0,,
sueur,5.647117287802509e-06,2,3.6739447512188313e-06,1,sueurs,2.0,sueur,1.0
suff,0.00012988369761945771,46,0.00019471907181459804,53,suffit,36.0,suffit,44.0
suffir,1.4117793219506272e-05,5,1.4695779004875325e-05,4,suffire,5.0,suffire,4.0
suffis,3.670626237071631e-05,13,2.939155800975065e-05,8,suffisance,4.0,suffisamment,3.0
suffoqu,2.8235586439012545e-06,1,3.6739447512188313e-06,1,suffoque,1.0,suffoque,1.0
suffrag,3.3882703726815053e-05,12,7.347889502437663e-06,2,suffrage,6.0,suffrage,1.0
sugger,0.0,0,3.6739447512188313e-06,1,,,suggère,1.0
suif,2.8235586439012545e-06,1,0.0,0,suif,1.0,,
suis,0.002775558146954933,983,0.0015651004640192222,426,suis,972.0,suis,416.0
suiss,8.470675931703763e-05,30,0.0,0,Suisse,24.0,,
suit,0.00017506063592187779,62,0.0003086113591023818,84,suit,25.0,suit,53.0
suiv,0.0003049443335413355,108,0.00042985153589260327,117,Suivante,25.0,suivi,21.0
suivent,3.9529821014617566e-05,14,2.939155800975065e-05,8,suivent,14.0,suivent,7.0
suivoit,2.8235586439012545e-06,1,0.0,0,suivoit,1.0,,
suivon,1.6941351863407527e-05,6,2.5717613258531818e-05,7,suivons,4.0,Suivons,4.0
suivr,0.00021459045693649533,76,0.00046659098340479154,127,suivre,63.0,suivre,87.0
suivrois,2.8235586439012545e-06,1,0.0,0,suivrois,1.0,,
suivront,5.647117287802509e-06,2,3.6739447512188313e-06,1,suivront,2.0,suivront,1.0
sujet,0.00036141550641936057,128,0.0006172227182047636,168,sujet,104.0,sujet,120.0
sul,2.8235586439012545e-06,1,0.0,0,sul,1.0,,
sultan,0.0,0,3.6739447512188313e-06,1,,,sultanes,1.0
sum,0.0,0,7.347889502437663e-06,2,,,sûmes,2.0
superb,3.9529821014617566e-05,14,5.1435226517063636e-05,14,superbe,6.0,superbe,11.0
supercher,2.8235586439012545e-06,1,3.306550276096948e-05,9,supercherie,1.0,supercherie,9.0
superflu,1.4117793219506272e-05,5,3.6739447512188313e-06,1,superflu,2.0,superflue,1.0
superflus,3.3882703726815053e-05,12,0.00012124017679022143,33,superflus,12.0,superflus,33.0
superieur,5.647117287802509e-06,2,0.0,0,supérieur,1.0,,
superl,2.8235586439012545e-06,1,0.0,0,superlative,1.0,,
superstiti,2.8235586439012545e-06,1,0.0,0,superstitieuse,1.0,,
suppl,4.2353379658518815e-05,15,3.306550276096948e-05,9,supplie,13.0,supplante,4.0
supplant,5.647117287802509e-06,2,0.0,0,supplanter,2.0,,
supple,2.8235586439012545e-06,1,1.4695779004875325e-05,4,suppléer,1.0,Supplée,1.0
suppleon,0.0,0,3.6739447512188313e-06,1,,,Suppléons,1.0
suppli,1.1294234575605018e-05,4,7.347889502437663e-06,2,suppliant,2.0,suppliant,1.0
supplic,8.470675931703763e-05,30,0.0004849607071608857,132,supplice,27.0,supplice,104.0
support,4.517693830242007e-05,16,3.306550276096948e-05,9,supporter,7.0,supporter,5.0
suppos,2.5412027795111292e-05,9,3.306550276096948e-05,9,supposé,5.0,supposer,5.0
suppose,0.0,0,1.8369723756094156e-05,5,,,supposée,5.0
supposit,5.647117287802509e-06,2,0.0,0,supposition,2.0,,
supposon,5.647117287802509e-06,2,0.0,0,Supposons,1.0,,
suppot,2.8235586439012545e-06,1,3.6739447512188313e-06,1,suppôt,1.0,suppôt,1.0
suppress,2.8235586439012545e-06,1,0.0,0,suppression,1.0,,
supprim,2.8235586439012545e-06,1,1.1021834253656494e-05,3,supprimez,1.0,supprimer,1.0
suprem,5.364761423412383e-05,19,7.715283977559545e-05,21,suprême,19.0,suprême,17.0
sur,0.0026597922425549815,942,0.002740762784409248,746,sur,790.0,sur,616.0
surann,2.8235586439012545e-06,1,0.0,0,suranné,1.0,,
surcroit,1.9764910507308783e-05,7,0.0,0,surcroît,7.0,,
surent,0.0,0,1.1021834253656494e-05,3,,,surent,2.0
suret,5.647117287802509e-05,20,0.00013226201104387793,36,sûreté,16.0,sûreté,36.0
surfair,2.8235586439012545e-06,1,0.0,0,surfaire,1.0,,
surintend,2.8235586439012545e-06,1,0.0,0,surintendants,1.0,,
surmont,2.8235586439012545e-06,1,3.673944751218831e-05,10,surmonta,1.0,surmonte,5.0
surnom,2.8235586439012545e-06,1,0.0,0,surnom,1.0,,
surp,2.8235586439012545e-06,1,1.8369723756094156e-05,5,Surpasse,1.0,surpasse,3.0
surpend,0.0,0,3.6739447512188313e-06,1,,,surpend,1.0
surplus,0.0,0,2.204366850731299e-05,6,,,surplus,6.0
surpr,8.753031796093889e-05,31,0.0001396099005463156,38,surpris,29.0,surpris,32.0
surpren,8.188320067313638e-05,29,1.8369723756094156e-05,5,surprenant,17.0,surprenez,2.0
surprend,3.9529821014617566e-05,14,6.245706077072014e-05,17,surprend,13.0,surprend,16.0
surprendr,0.00011576590439995144,41,0.00013226201104387793,36,surprendre,39.0,surprendre,36.0
surprendroit,2.8235586439012545e-06,1,0.0,0,surprendroit,1.0,,
surprendront,2.8235586439012545e-06,1,0.0,0,surprendront,1.0,,
surprennent,2.8235586439012545e-06,1,0.0,0,surprennent,1.0,,
surprenon,2.8235586439012545e-06,1,0.0,0,surprenons,1.0,,
surpris,0.00014400149083896398,51,0.0001506317347999721,41,surprise,47.0,surprise,36.0
surseanc,2.8235586439012545e-06,1,0.0,0,surséance,1.0,,
surseoir,0.0,0,3.6739447512188313e-06,1,,,surseoir,1.0
surtout,0.00013553081490726021,48,0.00012124017679022143,33,surtout,48.0,surtout,29.0
surv,0.0,0,3.6739447512188313e-06,1,,,survit,1.0
surveil,5.647117287802509e-06,2,0.0,0,surveillant,1.0,,
survenu,5.647117287802509e-06,2,7.347889502437663e-06,2,survenu,1.0,survenu,1.0
survien,0.0,0,1.1021834253656494e-05,3,,,survienne,3.0
survient,0.0,0,4.408733701462598e-05,12,,,survient,12.0
survivr,0.0,0,1.1021834253656494e-05,3,,,survivre,3.0
sus,5.9294731521926345e-05,21,5.87831160195013e-05,16,sus,14.0,Sus,8.0
suscit,0.0,0,7.347889502437663e-06,2,,,suscite,1.0
suspect,1.9764910507308783e-05,7,7.347889502437662e-05,20,suspect,3.0,suspect,13.0
suspen,5.647117287802509e-06,2,3.6739447512188313e-06,1,suspens,2.0,suspens,1.0
suspend,2.8235586439012545e-06,1,7.347889502437663e-06,2,Suspend,1.0,suspend,1.0
suspendr,2.8235586439012545e-06,1,3.6739447512188313e-06,1,suspendre,1.0,Suspendra,1.0
suspendu,5.647117287802509e-06,2,7.347889502437663e-06,2,suspendu,1.0,suspendu,1.0
suspendus,0.0,0,3.6739447512188313e-06,1,,,suspendus,1.0
suspens,2.8235586439012545e-06,1,0.0,0,suspension,1.0,,
suss,8.470675931703763e-06,3,0.0,0,susse,2.0,,
sut,2.5412027795111292e-05,9,6.245706077072014e-05,17,sut,3.0,sut,12.0
syll,0.0,0,1.8369723756094156e-05,5,,,Sylla,5.0
syllab,1.1294234575605018e-05,4,0.0,0,syllabes,3.0,,
syllog,5.647117287802509e-06,2,0.0,0,syllogisme,2.0,,
sylv,6.776540745363011e-05,24,0.0,0,Sylve,24.0,,
sylvandr,0.0,0,3.6739447512188313e-06,1,,,Sylvandre,1.0
sylver,0.0,0,3.6739447512188313e-06,1,,,Sylvérie,1.0
sym,2.8235586439012545e-06,1,0.0,0,sym,1.0,,
symbol,2.8235586439012545e-06,1,0.0,0,symbole,1.0,,
sympath,2.5412027795111292e-05,9,2.204366850731299e-05,6,sympathie,5.0,sympathie,4.0
sympathison,2.8235586439012545e-06,1,0.0,0,sympathisons,1.0,,
symphon,8.470675931703763e-06,3,0.0,0,symphonie,3.0,,
symptom,2.8235586439012545e-06,1,0.0,0,symptômes,1.0,,
syncol,2.8235586439012545e-06,1,0.0,0,syncoles,1.0,,
syncop,2.8235586439012545e-06,1,0.0,0,syncopes,1.0,,
synonym,5.647117287802509e-06,2,0.0,0,synonymes,2.0,,
syntax,2.8235586439012545e-06,1,0.0,0,syntaxe,1.0,,
syr,0.0,0,2.5717613258531818e-05,7,,,Syrie,7.0
syriaqu,5.647117287802509e-06,2,0.0,0,Syriaque,1.0,,
syrien,0.0,0,1.4695779004875325e-05,4,,,Syriens,4.0
t,0.0006861247504680049,243,0.0004629170386535727,126,t,243.0,t,126.0
t'a,7.623608338533387e-05,27,0.00019471907181459804,53,t'a,26.0,t'a,51.0
t'abandon,5.647117287802509e-06,2,2.5717613258531818e-05,7,t'abandonne,1.0,t'abandonne,5.0
t'abhorr,0.0,0,3.6739447512188313e-06,1,,,t'abhorre,1.0
t'abord,0.0,0,3.6739447512188313e-06,1,,,t'aborder,1.0
t'abus,8.470675931703763e-06,3,2.5717613258531818e-05,7,t'abusa,1.0,t'abuse,4.0
t'accabl,2.8235586439012545e-06,1,3.6739447512188313e-06,1,t'accabler,1.0,t'accablerait,1.0
t'accablent,0.0,0,3.6739447512188313e-06,1,,,T'accablent,1.0
t'accept,0.0,0,3.6739447512188313e-06,1,,,t'acceptai,1.0
t'accompagn,2.8235586439012545e-06,1,3.6739447512188313e-06,1,t'accompagne,1.0,t'accompagner,1.0
t'accord,5.647117287802509e-06,2,7.347889502437663e-06,2,t'accorde,1.0,t'accorde,1.0
t'accus,0.0,0,1.8369723756094156e-05,5,,,t'accuse,4.0
t'achet,2.8235586439012545e-06,1,0.0,0,t'achète,1.0,,
t'acqu,0.0,0,3.6739447512188313e-06,1,,,t'acquis,1.0
t'acquer,0.0,0,7.347889502437663e-06,2,,,t'acquérir,2.0
t'acqui,0.0,0,3.6739447512188313e-06,1,,,t'acquiers,1.0
t'admir,0.0,0,3.6739447512188313e-06,1,,,t'admire,1.0
t'adopt,0.0,0,3.6739447512188313e-06,1,,,t'adopte,1.0
