normalized_words,moliere_count_in_percentage,moliere_count,corneille_count_in_percentage,corneille_count,moliere_most_common_original_word,moliere_most_common_original_word_count,corneille_most_common_original_word,corneille_most_common_original_word_count
libertin,2.2588469151210036e-05,8,3.6739447512188313e-06,1,libertin,3.0,libertin,1.0
libertinag,2.8235586439012545e-06,1,0.0,0,libertinage,1.0,,
libr,0.00011294234575605018,40,0.0001506317347999721,41,libre,18.0,libre,36.0
librair,5.647117287802509e-06,2,8.450072927803311e-05,23,libraire,1.0,Libraire,16.0
libret,2.8235586439012545e-06,1,0.0,0,libret,1.0,,
lic,0.0,0,3.6739447512188313e-06,1,,,lice,1.0
licenc,6.21182901658276e-05,22,2.939155800975065e-05,8,licence,18.0,licence,8.0
licenci,2.8235586439012545e-06,1,0.0,0,licencier,1.0,,
licou,2.8235586439012545e-06,1,0.0,0,licou,1.0,,
lie,5.647117287802509e-06,2,0.0,0,liée,2.0,,
lien,8.188320067313638e-05,29,0.00011021834253656493,30,liens,18.0,liens,21.0
lient,2.8235586439012545e-06,1,0.0,0,lient,1.0,,
lienter,5.647117287802509e-06,2,0.0,0,lienterie,2.0,,
lierr,2.8235586439012545e-06,1,0.0,0,lierre,1.0,,
lieu,0.0004348280311607932,154,0.000826637569024237,225,lieu,150.0,lieu,225.0
lieux,0.0003021207748974342,107,0.0004408733701462597,120,lieux,107.0,lieux,119.0
lievr,1.4117793219506272e-05,5,0.0,0,lièvre,4.0,,
lifr,2.8235586439012545e-06,1,0.0,0,lifre,1.0,,
lign,2.2588469151210036e-05,8,7.347889502437663e-06,2,ligne,6.0,ligne,1.0
ligu,2.8235586439012545e-06,1,1.8369723756094156e-05,5,ligues,1.0,ligues,2.0
limit,2.8235586439012545e-06,1,1.4695779004875325e-05,4,limites,1.0,limité,3.0
limog,1.6941351863407527e-05,6,0.0,0,Limoges,6.0,,
limon,2.8235586439012545e-06,1,0.0,0,limon,1.0,,
limosin,2.5412027795111292e-05,9,0.0,0,Limosin,5.0,,
ling,1.1294234575605018e-05,4,7.347889502437663e-06,2,linge,3.0,linge,2.0
linger,0.0,0,0.00012124017679022143,33,,,Lingère,26.0
linguam,2.8235586439012545e-06,1,0.0,0,linguam,1.0,,
lion,5.647117287802509e-06,2,7.347889502437663e-06,2,lions,2.0,lions,2.0
lippe,0.0,0,3.6739447512188313e-06,1,,,lippée,1.0
liqueur,0.0,0,7.347889502437663e-06,2,,,liqueur,2.0
liquid,0.0,0,3.6739447512188313e-06,1,,,liquides,1.0
lir,9.88245525365439e-05,35,0.0001065443977853461,29,lire,33.0,lire,27.0
lirion,2.8235586439012545e-06,1,0.0,0,lirions,1.0,,
liron,2.8235586439012545e-06,1,0.0,0,lirons,1.0,,
lis,4.517693830242007e-05,16,9.919650828290844e-05,27,Lisez,5.0,lis,10.0
lisent,0.0,0,3.6739447512188313e-06,1,,,lisent,1.0
liset,5.647117287802509e-05,20,0.0,0,Lisette,20.0,,
lisoient,2.8235586439012545e-06,1,0.0,0,lisoient,1.0,,
lisoit,2.8235586439012545e-06,1,0.0,0,lisoit,1.0,,
lison,2.8235586439012545e-06,1,0.0,0,lisons,1.0,,
lisonxeam,2.8235586439012545e-06,1,0.0,0,Lisonxeame,1.0,,
listor,0.0,0,1.4695779004875325e-05,4,,,Listor,4.0
lit,8.188320067313638e-05,29,0.0001065443977853461,29,lit,29.0,lit,28.0
litier,2.8235586439012545e-06,1,3.6739447512188313e-06,1,litière,1.0,litière,1.0
liv,0.0,0,2.5717613258531818e-05,7,,,Livie,7.0
livr,0.00018353131185358155,65,0.00020574090606825454,56,livres,40.0,livre,28.0
livre,2.8235586439012545e-06,1,7.347889502437663e-06,2,livrées,1.0,livrée,2.0
lo,5.364761423412383e-05,19,0.0,0,lo,17.0,,
loc,5.647117287802509e-06,2,0.0,0,loc,1.0,,
loch,2.8235586439012545e-06,1,0.0,0,locher,1.0,,
locur,8.470675931703763e-06,3,0.0,0,locura,3.0,,
locus,2.8235586439012545e-06,1,0.0,0,locus,1.0,,
log,0.0002174140155803966,77,0.00010287045303412727,28,logis,56.0,logis,17.0
logent,2.8235586439012545e-06,1,0.0,0,logent,1.0,,
logiqu,1.6941351863407527e-05,6,0.0,0,logique,6.0,,
loi,7.058896609753136e-05,25,0.00033800291711213245,92,loi,25.0,loi,92.0
loin,0.0002456496020194091,87,0.00033800291711213245,92,loin,79.0,loin,68.0
lois,0.00017223707727797652,61,0.0005731353811901376,156,lois,36.0,lois,105.0
loisibl,5.647117287802509e-06,2,0.0,0,loisible,2.0,,
lon,2.8235586439012545e-06,1,0.0,0,lon,1.0,,
long,0.00012706013897555645,45,0.00015797962430240975,43,long,33.0,long,32.0
longtemp,0.00022870825015600162,81,0.00019104512706337923,52,longtemps,81.0,longtemps,51.0
longu,5.647117287802509e-05,20,8.450072927803311e-05,23,longue,14.0,longue,20.0
longueur,3.9529821014617566e-05,14,5.5109171268282465e-05,15,longueur,13.0,longueur,10.0
lontananz,2.8235586439012545e-06,1,0.0,0,lontananza,1.0,,
lop,2.5412027795111292e-05,9,0.0,0,Lope,9.0,,
lor,4.800049694632133e-05,17,0.0002351324640780052,64,lors,16.0,lors,58.0
lorgn,2.8235586439012545e-06,1,0.0,0,lorgne,1.0,,
lorgnoit,2.8235586439012545e-06,1,0.0,0,lorgnoit,1.0,,
lorrain,2.8235586439012545e-06,1,0.0,0,Lorrain,1.0,,
lorsqu,0.00034447415455595305,122,0.00022778457457556754,62,lorsque,79.0,Lorsque,37.0
lorsqu',8.470675931703763e-06,3,3.6739447512188313e-06,1,lorsqu'à,2.0,lorsqu'à,1.0
lorsqu'alb,0.0,0,3.6739447512188313e-06,1,,,Lorsqu'Albe,1.0
lorsqu'apr,0.0,0,3.6739447512188313e-06,1,,,lorsqu'après,1.0
lorsqu'avec,0.0,0,3.6739447512188313e-06,1,,,lorsqu'avec,1.0
lorsqu'el,2.5412027795111292e-05,9,7.347889502437663e-06,2,lorsqu'elle,5.0,lorsqu'elle,2.0
lorsqu'en,5.647117287802509e-06,2,1.8369723756094156e-05,5,Lorsqu'en,2.0,Lorsqu'en,3.0
lorsqu'entr,0.0,0,3.6739447512188313e-06,1,,,Lorsqu'entre,1.0
lorsqu'ic,0.0,0,3.6739447512188313e-06,1,,,Lorsqu'ici,1.0
lorsqu'ignor,0.0,0,3.6739447512188313e-06,1,,,Lorsqu'ignorant,1.0
lorsqu'il,9.035387660484014e-05,32,2.939155800975065e-05,8,lorsqu'il,14.0,Lorsqu'il,4.0
lorsqu'on,8.470675931703763e-05,30,1.4695779004875325e-05,4,lorsqu'on,23.0,lorsqu'on,3.0
lorsqu'un,3.3882703726815053e-05,12,1.4695779004875325e-05,4,Lorsqu'un,9.0,Lorsqu'un,2.0
lot,2.8235586439012545e-06,1,0.0,0,lotie,1.0,,
lou,0.00020894333964869283,74,9.184861878047078e-05,25,Louis,14.0,louer,8.0
louabl,1.4117793219506272e-05,5,1.1021834253656494e-05,3,louable,3.0,louable,3.0
louang,6.494184880972886e-05,23,4.408733701462598e-05,12,louanges,13.0,louange,10.0
louch,0.0,0,3.6739447512188313e-06,1,,,louches,1.0
louent,2.8235586439012545e-06,1,0.0,0,louent,1.0,,
loueur,2.8235586439012545e-06,1,0.0,0,Loueurs,1.0,,
louison,2.2588469151210036e-05,8,0.0,0,Louison,8.0,,
louoient,2.8235586439012545e-06,1,0.0,0,louoient,1.0,,
louois,2.8235586439012545e-06,1,0.0,0,louois,1.0,,
louoit,2.8235586439012545e-06,1,0.0,0,louoit,1.0,,
loup,2.8235586439012545e-05,10,3.6739447512188313e-06,1,loup,6.0,loup,1.0
lourd,2.8235586439012545e-06,1,4.041339226340714e-05,11,lourd,1.0,lourd,8.0
lourdaud,1.6941351863407527e-05,6,7.347889502437663e-06,2,lourdaud,6.0,lourdaud,1.0
lourder,2.8235586439012545e-06,1,0.0,0,lourderie,1.0,,
lous,2.8235586439012545e-06,1,0.0,0,lous,1.0,,
louv,2.8235586439012545e-06,1,0.0,0,louve,1.0,,
louvr,1.1294234575605018e-05,4,0.0,0,Louvre,4.0,,
loyal,5.647117287802509e-05,20,3.6739447512188313e-06,1,Loyal,19.0,loyalement,1.0
loyaut,0.0,0,7.347889502437663e-06,2,,,loyauté,2.0
lu,3.10591450829138e-05,11,4.7761281765844806e-05,13,lu,10.0,lu,13.0
lubin,4.800049694632133e-05,17,0.0,0,Lubin,17.0,,
luc,7.905964202923513e-05,28,0.0,0,Lucas,28.0,,
lucet,5.647117287802509e-06,2,0.0,0,Lucette,2.0,,
lucil,0.00015811928405847026,56,0.0,0,Lucile,56.0,,
lucind,5.9294731521926345e-05,21,0.0,0,Lucinde,21.0,,
lucrec,5.647117287802509e-06,2,0.00037474236462432077,102,Lucrèce,2.0,Lucrèce,102.0
lueur,2.8235586439012545e-06,1,0.0,0,lueur,1.0,,
lugubr,5.647117287802509e-06,2,3.6739447512188313e-06,1,lugubre,1.0,lugubres,1.0
lui,0.003936040749598349,1394,0.0046953013920576665,1278,lui,1348.0,lui,1170.0
luir,0.0,0,7.347889502437663e-06,2,,,luire,2.0
luis,0.0,0,3.6739447512188313e-06,1,,,luis,1.0
luit,0.0,0,7.347889502437663e-06,2,,,luit,2.0
lumier,0.00014682504948286524,52,0.00010287045303412727,28,lumière,31.0,lumière,23.0
luminair,2.8235586439012545e-06,1,0.0,0,luminaire,1.0,,
lun,2.5412027795111292e-05,9,1.8369723756094156e-05,5,lune,9.0,lune,5.0
lunet,2.2588469151210036e-05,8,0.0,0,lunettes,7.0,,
lus,0.0,0,1.4695779004875325e-05,4,,,lus,4.0
lustr,2.8235586439012545e-06,1,2.5717613258531818e-05,7,lustres,1.0,lustre,6.0
luth,1.1294234575605018e-05,4,3.6739447512188313e-06,1,luth,4.0,luths,1.0
lutin,5.647117287802509e-06,2,0.0,0,lutin,2.0,,
lutt,2.8235586439012545e-06,1,0.0,0,lutter,1.0,,
lux,2.8235586439012545e-06,1,3.6739447512188313e-06,1,luxe,1.0,luxe,1.0
luxembourg,2.8235586439012545e-06,1,0.0,0,Luxembourg,1.0,,
luxuri,2.8235586439012545e-06,1,0.0,0,luxuriante,1.0,,
ly,5.0824055590222584e-05,18,0.0,0,ly,12.0,,
lyc,2.8235586439012545e-06,1,8.817467402925195e-05,24,Lycas,1.0,Lycante,16.0
lycars,2.8235586439012545e-05,10,0.0,0,Lycarsis,10.0,,
lycast,3.10591450829138e-05,11,3.306550276096948e-05,9,Lycaste,11.0,Lycaste,9.0
lycid,5.647117287802509e-06,2,0.0,0,Lycidas,2.0,,
lycisc,3.3882703726815053e-05,12,0.0,0,Lyciscas,12.0,,
lyon,5.647117287802509e-06,2,2.204366850731299e-05,6,Lyon,2.0,Lyon,6.0
lys,0.0,0,0.0002718719115901935,74,,,Lyse,67.0
lysandr,5.647117287802509e-06,2,0.00021676274032191104,59,Lysandre,2.0,Lysandre,59.0
lysarqu,0.0,0,4.041339226340714e-05,11,,,Lysarque,11.0
lysid,5.9294731521926345e-05,21,0.0,0,Lysidas,21.0,,
m,0.000321885685404743,114,0.0,0,M,109.0,,
m'a,0.0010023633185849454,355,0.0006686579447218273,182,m'a,342.0,m'a,171.0
m'abaiss,0.0,0,1.4695779004875325e-05,4,,,m'abaisse,2.0
m'abandon,3.3882703726815053e-05,12,6.613100552193897e-05,18,m'abandonne,8.0,m'abandonne,7.0
m'abat,2.8235586439012545e-06,1,0.0,0,m'abat,1.0,,
m'abatt,0.0,0,3.6739447512188313e-06,1,,,m'abatte,1.0
m'abord,5.647117287802509e-06,2,1.4695779004875325e-05,4,m'aborde,1.0,m'aborde,2.0
m'abus,2.2588469151210036e-05,8,4.408733701462598e-05,12,m'abuse,4.0,m'abuse,8.0
m'abusois,2.8235586439012545e-06,1,0.0,0,m'abusois,1.0,,
m'accabl,2.8235586439012545e-05,10,6.613100552193897e-05,18,m'accable,7.0,m'accable,10.0
m'accablent,2.8235586439012545e-06,1,0.0,0,m'accablent,1.0,,
m'accableroit,2.8235586439012545e-06,1,0.0,0,m'accableroit,1.0,,
m'accept,0.0,0,1.1021834253656494e-05,3,,,m'accepter,2.0
m'acceptat,0.0,0,3.6739447512188313e-06,1,,,M'acceptât,1.0
m'accommod,5.647117287802509e-06,2,7.347889502437663e-06,2,m'accommode,2.0,m'accommodant,1.0
m'accommoderoient,2.8235586439012545e-06,1,0.0,0,m'accommoderoient,1.0,,
m'accommoderois,2.8235586439012545e-06,1,0.0,0,m'accommoderois,1.0,,
m'accommoderoit,2.8235586439012545e-06,1,0.0,0,m'accommoderoit,1.0,,
m'accompagn,2.8235586439012545e-06,1,1.4695779004875325e-05,4,m'accompagne,1.0,m'accompagne,4.0
m'accord,2.2588469151210036e-05,8,1.1021834253656494e-05,3,m'accorder,3.0,m'accorde,1.0
m'accoutum,0.0,0,3.6739447512188313e-06,1,,,m'accoutume,1.0
m'accus,3.10591450829138e-05,11,4.041339226340714e-05,11,m'accuse,5.0,m'accuse,7.0
m'achemin,2.8235586439012545e-06,1,0.0,0,m'acheminez,1.0,,
m'achev,2.8235586439012545e-06,1,7.347889502437663e-06,2,m'achever,1.0,M'achève,1.0
m'acquer,8.470675931703763e-06,3,1.8369723756094156e-05,5,m'acquérir,3.0,m'acquérir,5.0
m'acquiert,0.0,0,3.6739447512188313e-06,1,,,M'acquiert,1.0
m'acquitt,3.670626237071631e-05,13,2.5717613258531818e-05,7,m'acquitte,8.0,m'acquitter,4.0
m'acquitterois,2.8235586439012545e-06,1,0.0,0,m'acquitterois,1.0,,
m'ador,0.0,0,1.8369723756094156e-05,5,,,m'adore,2.0
m'adouc,5.647117287802509e-06,2,7.347889502437663e-06,2,m'adoucir,2.0,m'adoucir,1.0
m'adress,1.1294234575605018e-05,4,1.8369723756094156e-05,5,m'adresse,3.0,m'adresse,5.0
m'affaibl,0.0,0,3.6739447512188313e-06,1,,,m'affaiblit,1.0
m'afflig,1.1294234575605018e-05,4,4.041339226340714e-05,11,m'afflige,3.0,m'afflige,7.0
m'affranch,0.0,0,2.204366850731299e-05,6,,,m'affranchir,6.0
m'affranchirois,2.8235586439012545e-06,1,0.0,0,m'affranchirois,1.0,,
m'affront,5.647117287802509e-06,2,7.347889502437663e-06,2,m'affronte,2.0,m'affronte,2.0
m'agre,0.0,0,3.6739447512188313e-06,1,,,m'agrée,1.0
m'agreat,0.0,0,3.6739447512188313e-06,1,,,m'agréât,1.0
m'ai,2.8235586439012545e-05,10,3.306550276096948e-05,9,m'ayant,4.0,m'ayant,6.0
m'aid,1.9764910507308783e-05,7,4.408733701462598e-05,12,m'aider,5.0,m'aide,5.0
m'aident,0.0,0,3.6739447512188313e-06,1,,,m'aident,1.0
m'aient,8.470675931703763e-06,3,3.6739447512188313e-06,1,m'aient,3.0,m'aient,1.0
m'aigr,0.0,0,7.347889502437663e-06,2,,,m'aigrir,1.0
m'aill,8.470675931703763e-06,3,0.0,0,m'aille,3.0,,
m'aim,0.00010164811118044517,36,0.0003012634695999442,82,m'aime,13.0,m'aime,27.0
m'aimat,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'aimât,1.0,m'aimât,1.0
m'aimeroit,5.647117287802509e-06,2,0.0,0,m'aimeroit,2.0,,
m'aimois,2.8235586439012545e-06,1,0.0,0,m'aimois,1.0,,
m'aimoit,5.647117287802509e-06,2,0.0,0,m'aimoit,2.0,,
m'ait,4.517693830242007e-05,16,2.939155800975065e-05,8,m'ait,16.0,m'ait,6.0
m'ajust,2.8235586439012545e-06,1,0.0,0,m'ajustant,1.0,,
m'alarm,0.0,0,1.1021834253656494e-05,3,,,m'alarme,2.0
m'all,3.9529821014617566e-05,14,3.673944751218831e-05,10,m'aller,7.0,m'allez,5.0
m'alli,2.8235586439012545e-06,1,0.0,0,m'allier,1.0,,
m'allois,2.8235586439012545e-06,1,0.0,0,m'allois,1.0,,
m'alloit,2.8235586439012545e-06,1,0.0,0,m'alloit,1.0,,
m'amen,2.5412027795111292e-05,9,1.4695779004875325e-05,4,m'amène,8.0,m'amène,3.0
m'amenent,2.8235586439012545e-06,1,0.0,0,m'amènent,1.0,,
m'amus,1.4117793219506272e-05,5,1.1021834253656494e-05,3,m'amuser,4.0,m'amuse,2.0
m'an,5.647117287802509e-06,2,0.0,0,m'an,2.0,,
m'ancr,2.8235586439012545e-06,1,0.0,0,m'ancre,1.0,,
m'aneant,2.8235586439012545e-06,1,0.0,0,m'anéantir,1.0,,
m'anim,5.647117287802509e-06,2,1.4695779004875325e-05,4,m'anime,2.0,m'anime,4.0
m'annonc,2.8235586439012545e-06,1,0.0,0,m'annoncer,1.0,,
m'apais,2.8235586439012545e-06,1,1.1021834253656494e-05,3,m'apaise,1.0,m'apaise,1.0
m'apercevois,2.8235586439012545e-06,1,0.0,0,m'apercevois,1.0,,
m'apercois,2.8235586439012545e-06,1,0.0,0,m'aperçois,1.0,,
m'apercoit,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'aperçoit,1.0,m'aperçoit,1.0
m'apercus,0.0,0,3.6739447512188313e-06,1,,,m'aperçus,1.0
m'aplan,0.0,0,3.6739447512188313e-06,1,,,m'aplanir,1.0
m'apparoit,2.8235586439012545e-06,1,0.0,0,m'apparoît,1.0,,
m'appartiennent,2.8235586439012545e-06,1,0.0,0,m'appartiennent,1.0,,
m'appartient,5.647117287802509e-06,2,3.6739447512188313e-06,1,m'appartient,2.0,m'appartient,1.0
m'appel,5.9294731521926345e-05,21,4.7761281765844806e-05,13,m'appelle,13.0,m'appelle,12.0
m'appellent,2.8235586439012545e-06,1,0.0,0,m'appellent,1.0,,
m'applaud,5.647117287802509e-06,2,3.6739447512188313e-06,1,m'applaudir,2.0,m'applaudir,1.0
m'appliqu,5.647117287802509e-06,2,0.0,0,m'applique,1.0,,
m'apport,8.470675931703763e-06,3,2.204366850731299e-05,6,m'apporte,3.0,m'apporte,2.0
m'apportent,0.0,0,3.6739447512188313e-06,1,,,M'apportent,1.0
m'appr,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'apprit,1.0,m'apprit,1.0
m'apprehendois,2.8235586439012545e-06,1,0.0,0,m'appréhendois,1.0,,
m'appren,8.470675931703763e-06,3,3.6739447512188313e-06,1,m'apprenant,2.0,m'apprenez,1.0
m'apprend,1.1294234575605018e-05,4,1.1021834253656494e-05,3,m'apprend,3.0,m'apprends,3.0
m'apprendr,2.5412027795111292e-05,9,2.5717613258531818e-05,7,m'apprendre,7.0,m'apprendre,4.0
m'appret,8.470675931703763e-06,3,2.204366850731299e-05,6,m'apprête,3.0,m'apprête,5.0
m'appretent,0.0,0,3.6739447512188313e-06,1,,,m'apprêtent,1.0
m'approch,1.4117793219506272e-05,5,3.6739447512188313e-06,1,m'approcher,2.0,m'approche,1.0
m'appui,2.8235586439012545e-06,1,0.0,0,m'appuyer,1.0,,
m'arm,0.0,0,3.6739447512188313e-06,1,,,m'arme,1.0
m'arrach,2.8235586439012545e-05,10,8.817467402925195e-05,24,m'arrache,5.0,m'arracher,9.0
m'arrachent,0.0,0,3.6739447512188313e-06,1,,,m'arrachent,1.0
m'arret,2.8235586439012545e-05,10,4.041339226340714e-05,11,m'arrête,5.0,m'arrête,5.0
m'arretoit,2.8235586439012545e-06,1,0.0,0,M'arrêtoit,1.0,,
m'arriv,1.6941351863407527e-05,6,0.0,0,m'arriver,3.0,,
m'arrivent,2.8235586439012545e-06,1,0.0,0,m'arrivent,1.0,,
m'as,8.470675931703763e-05,30,0.00021676274032191104,59,m'as,28.0,m'as,57.0
m'assaillent,0.0,0,3.6739447512188313e-06,1,,,m'assaillent,1.0
m'assassin,2.5412027795111292e-05,9,4.7761281765844806e-05,13,m'assassine,4.0,m'assassine,8.0
m'asseoir,2.8235586439012545e-06,1,0.0,0,m'asseoir,1.0,,
m'asserv,0.0,0,3.6739447512188313e-06,1,,,m'asservir,1.0
m'assieg,0.0,0,3.6739447512188313e-06,1,,,m'assièges,1.0
m'assomm,1.4117793219506272e-05,5,0.0,0,m'assomme,4.0,,
m'assouv,2.8235586439012545e-06,1,7.347889502437663e-06,2,m'assouvir,1.0,m'assouvir,2.0
m'assujet,5.647117287802509e-06,2,3.6739447512188313e-06,1,m'assujettir,2.0,m'assujettir,1.0
m'assur,2.8235586439012545e-05,10,5.87831160195013e-05,16,m'assurer,5.0,m'assure,9.0
m'assuroit,2.8235586439012545e-06,1,0.0,0,m'assuroit,1.0,,
m'att,0.0,0,3.6739447512188313e-06,1,,,m'attirez,1.0
m'attach,1.9764910507308783e-05,7,2.939155800975065e-05,8,m'attache,6.0,m'attache,5.0
m'attachent,2.8235586439012545e-06,1,0.0,0,m'attachent,1.0,,
m'attachoient,2.8235586439012545e-06,1,0.0,0,m'attachoient,1.0,,
m'attaqu,1.9764910507308783e-05,7,1.8369723756094156e-05,5,m'attaque,4.0,m'attaquer,3.0
m'attaquoient,2.8235586439012545e-06,1,0.0,0,m'attaquoient,1.0,,
m'attend,1.4117793219506272e-05,5,2.204366850731299e-05,6,m'attend,3.0,m'attend,2.0
m'attendent,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'attendent,1.0,m'attendent,1.0
m'attendois,1.6941351863407527e-05,6,0.0,0,m'attendois,6.0,,
m'attendr,1.1294234575605018e-05,4,1.8369723756094156e-05,5,m'attendre,3.0,m'attendre,5.0
m'attir,5.647117287802509e-06,2,3.6739447512188313e-06,1,m'attire,1.0,m'attirer,1.0
m'attrap,1.1294234575605018e-05,4,3.6739447512188313e-06,1,m'attraper,3.0,m'attrape,1.0
m'auquessos,2.8235586439012545e-06,1,0.0,0,m'auquessos,1.0,,
m'aur,3.10591450829138e-05,11,8.082678452681428e-05,22,m'aura,4.0,m'aurait,11.0
m'auroient,2.8235586439012545e-06,1,0.0,0,m'auroient,1.0,,
m'aurois,2.8235586439012545e-06,1,0.0,0,m'aurois,1.0,,
m'auroit,1.9764910507308783e-05,7,0.0,0,m'auroit,5.0,,
m'auront,2.8235586439012545e-06,1,1.1021834253656494e-05,3,m'auront,1.0,m'auront,2.0
m'autoris,8.470675931703763e-06,3,1.4695779004875325e-05,4,m'autorise,3.0,m'autorise,3.0
m'av,0.00020894333964869283,74,0.00023145851932678636,63,m'avez,66.0,m'avez,32.0
m'avanc,1.1294234575605018e-05,4,7.347889502437663e-06,2,m'avance,1.0,m'avancer,2.0
m'avert,8.470675931703763e-06,3,1.1021834253656494e-05,3,m'avertit,2.0,m'avertir,2.0
m'aveugl,5.647117287802509e-06,2,1.4695779004875325e-05,4,m'aveugle,2.0,m'aveugle,2.0
m'avien,0.0,0,3.6739447512188313e-06,1,,,m'avienne,1.0
m'avis,8.470675931703763e-06,3,0.0,0,m'avisai,1.0,,
m'avoient,1.6941351863407527e-05,6,0.0,0,m'avoient,6.0,,
m'avoir,8.188320067313638e-05,29,9.919650828290844e-05,27,m'avoir,29.0,m'avoir,27.0
m'avois,1.6941351863407527e-05,6,0.0,0,m'avois,6.0,,
m'avoit,6.21182901658276e-05,22,0.0,0,m'avoit,22.0,,
m'avou,1.9764910507308783e-05,7,0.0,0,m'avouer,2.0,,
m'ayent,2.8235586439012545e-06,1,0.0,0,m'ayent,1.0,,
m'e,1.6941351863407527e-05,6,1.4695779004875325e-05,4,m'es,6.0,M'es,2.0
m'eblou,5.647117287802509e-06,2,5.5109171268282465e-05,15,m'éblouir,1.0,m'éblouir,11.0
m'ebranl,5.647117287802509e-06,2,1.1021834253656494e-05,3,m'ébranler,2.0,m'ébranler,2.0
m'ecap,2.8235586439012545e-06,1,0.0,0,m'écaperas,1.0,,
m'ecart,2.8235586439012545e-06,1,0.0,0,m'écarte,1.0,,
m'echapp,1.1294234575605018e-05,4,4.408733701462598e-05,12,m'échappe,2.0,m'échappe,9.0
m'echauff,1.9764910507308783e-05,7,0.0,0,m'échauffe,3.0,,
m'eclair,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'éclaire,1.0,m'éclairer,1.0
m'eclairc,8.470675931703763e-06,3,1.4695779004875325e-05,4,m'éclaircir,3.0,m'éclaircir,2.0
m'ecout,4.800049694632133e-05,17,3.306550276096948e-05,9,m'écouter,12.0,m'écoutez,3.0
m'ecoutent,0.0,0,3.6739447512188313e-06,1,,,m'écoutent,1.0
m'ecr,2.8235586439012545e-06,1,1.8369723756094156e-05,5,m'écrit,1.0,m'écrit,4.0
m'ecras,2.8235586439012545e-06,1,1.1021834253656494e-05,3,m'écrase,1.0,M'écraser,1.0
m'ecrir,8.470675931703763e-06,3,1.1021834253656494e-05,3,m'écrire,3.0,m'écrire,3.0
m'ecriroit,2.8235586439012545e-06,1,0.0,0,m'écriroit,1.0,,
m'effac,5.647117287802509e-06,2,0.0,0,M'efface,1.0,,
m'efforc,1.1294234575605018e-05,4,3.6739447512188313e-06,1,m'efforcer,2.0,m'efforce,1.0
m'effrai,2.8235586439012545e-06,1,3.6739447512188313e-06,1,m'effrayez,1.0,m'effraie,1.0
m'effray,0.0,0,3.6739447512188313e-06,1,,,m'effraye,1.0
m'egai,5.647117287802509e-06,2,3.6739447512188313e-06,1,m'égayer,2.0,m'égaie,1.0
m'egal,0.0,0,7.347889502437663e-06,2,,,m'égalait,1.0
m'egar,0.0,0,3.6739447512188313e-06,1,,,m'égare,1.0
m'egorg,2.8235586439012545e-06,1,7.347889502437663e-06,2,m'égorgeant,1.0,m'égorge,2.0
m'elev,2.8235586439012545e-06,1,1.4695779004875325e-05,4,m'élever,1.0,m'élevant,2.0
m'eloign,1.9764910507308783e-05,7,1.8369723756094156e-05,5,m'éloigner,3.0,m'éloigner,4.0
m'embarr,2.2588469151210036e-05,8,1.4695779004875325e-05,4,m'embarrasse,8.0,m'embarrasse,4.0
m'embarrass,8.470675931703763e-06,3,1.4695779004875325e-05,4,m'embarrasser,2.0,m'embarrasser,4.0
m'embr,0.0,0,7.347889502437663e-06,2,,,m'embrasse,2.0
m'embras,0.0,0,3.6739447512188313e-06,1,,,m'embraser,1.0
m'embrass,0.0,0,3.6739447512188313e-06,1,,,m'embrasser,1.0
m'embrouill,0.0,0,7.347889502437663e-06,2,,,m'embrouille,1.0
m'emeut,0.0,0,3.6739447512188313e-06,1,,,m'émeut,1.0
m'emeuv,2.8235586439012545e-06,1,0.0,0,m'émeuve,1.0,,
m'emouvoir,5.647117287802509e-06,2,1.4695779004875325e-05,4,m'émouvoir,2.0,m'émouvoir,4.0
m'empech,3.9529821014617566e-05,14,6.613100552193897e-05,18,m'empêcher,8.0,m'empêcher,6.0
m'empechent,2.8235586439012545e-06,1,7.347889502437663e-06,2,m'empêchent,1.0,M'empêchent,1.0
m'emploi,1.1294234575605018e-05,4,1.8369723756094156e-05,5,m'employer,3.0,m'employer,3.0
m'emploirois,2.8235586439012545e-06,1,0.0,0,m'emploîrois,1.0,,
m'empoison,5.647117287802509e-06,2,0.0,0,M'empoisonne,1.0,,
m'emport,2.8235586439012545e-05,10,2.939155800975065e-05,8,m'emporte,8.0,m'emporte,7.0
m'empress,2.8235586439012545e-06,1,0.0,0,m'empresse,1.0,,
m'en,0.0009995397599410441,354,0.0012381193811607462,337,m'en,350.0,m'en,322.0
m'enferm,0.0,0,3.6739447512188313e-06,1,,,m'enferme,1.0
m'enfl,2.8235586439012545e-06,1,1.1021834253656494e-05,3,m'enfler,1.0,m'enfle,2.0
m'enflamm,5.647117287802509e-06,2,1.1021834253656494e-05,3,m'enflamme,2.0,m'enflammer,3.0
m'enfui,2.8235586439012545e-06,1,0.0,0,m'enfuie,1.0,,
m'engag,5.9294731521926345e-05,21,5.1435226517063636e-05,14,m'engage,16.0,m'engage,10.0
m'engagent,2.8235586439012545e-06,1,0.0,0,m'engagent,1.0,,
m'engendrois,2.8235586439012545e-06,1,0.0,0,m'engendrois,1.0,,
